No,TMNo,EnNo,Name,INOUT,Mode,DateTime
1775,1,18,,0,0,8/29/2019 8:23
1776,1,12,,0,0,8/29/2019 9:00
1777,1,5,,0,0,8/29/2019 9:14
1778,1,78,,0,0,8/29/2019 9:15
1779,1,79,,0,0,8/29/2019 9:15
1780,1,4,,0,0,8/29/2019 9:17
1781,1,10,,0,0,8/29/2019 9:21
1782,1,51,,0,0,8/29/2019 9:22
1783,1,77,,0,0,8/29/2019 9:22
1784,1,89,,0,0,8/29/2019 9:22
1785,1,69,,0,0,8/29/2019 9:22
1786,1,59,,0,0,8/29/2019 9:22
1787,1,54,,0,0,8/29/2019 9:23
1788,1,60,,0,0,8/29/2019 9:23
1789,1,76,,0,0,8/29/2019 9:23
1790,1,56,,0,0,8/29/2019 9:24
1791,1,57,,0,0,8/29/2019 9:24
1792,1,55,,0,0,8/29/2019 9:24
1793,1,53,,0,0,8/29/2019 9:24
1794,1,14,,0,0,8/29/2019 9:25
1795,1,11,,0,0,8/29/2019 9:25
1796,1,13,,0,0,8/29/2019 9:25
1797,1,16,,0,0,8/29/2019 9:25
1798,1,35,,0,0,8/29/2019 9:25
1799,1,97,,0,0,8/29/2019 9:25
1800,1,15,,0,0,8/29/2019 9:25
1801,1,90,,0,0,8/29/2019 9:25
1802,1,98,,0,0,8/29/2019 9:26
1803,1,17,,0,0,8/29/2019 9:35
1804,1,80,,0,0,8/29/2019 9:35
1805,1,32,,0,0,8/29/2019 9:40
1806,1,40,,0,0,8/29/2019 9:40
1807,1,18,,0,0,8/29/2019 9:40
1808,1,79,,0,0,8/29/2019 10:35
1809,1,78,,0,0,8/29/2019 10:36
1810,1,61,,0,0,8/29/2019 11:13
1811,1,80,,0,0,8/29/2019 11:13
1812,1,61,,0,0,8/29/2019 11:13
1813,1,38,,0,0,8/29/2019 13:52
1814,1,27,,0,0,8/29/2019 14:45
1815,1,25,,0,0,8/29/2019 14:52
1816,1,28,,0,0,8/29/2019 14:57
1817,1,30,,0,0,8/29/2019 15:01
1818,1,22,,0,0,8/29/2019 15:01
1819,1,81,,0,0,8/29/2019 15:02
1820,1,36,,0,0,8/29/2019 15:06
1821,1,31,,0,0,8/29/2019 15:08
1822,1,82,,0,0,8/29/2019 15:13
1823,1,29,,0,0,8/29/2019 15:15
1824,1,24,,0,0,8/29/2019 15:18
1825,1,37,,0,0,8/29/2019 15:18
1826,1,92,,0,0,8/29/2019 15:49
1827,1,75,,0,0,8/29/2019 15:49
1828,1,66,,0,0,8/29/2019 15:50
1829,1,70,,0,0,8/29/2019 15:50
1830,1,41,,0,0,8/29/2019 15:51
1831,1,63,,0,0,8/29/2019 15:57
1832,1,42,,0,0,8/29/2019 15:58
1833,1,93,,0,0,8/29/2019 15:58
1834,1,43,,0,0,8/29/2019 15:59
1835,1,88,,0,0,8/29/2019 15:59
1836,1,45,,0,0,8/29/2019 16:01
1837,1,86,,0,0,8/29/2019 16:01
1838,1,36,,0,0,8/29/2019 16:02
1839,1,73,,0,0,8/29/2019 16:02
1840,1,74,,0,0,8/29/2019 16:02
1841,1,46,,0,0,8/29/2019 16:02
1842,1,68,,0,0,8/29/2019 16:03
1843,1,96,,0,0,8/29/2019 16:03
1844,1,72,,0,0,8/29/2019 16:04
1845,1,65,,0,0,8/29/2019 16:06
1846,1,44,,0,0,8/29/2019 16:08
1847,1,95,,0,0,8/29/2019 16:11
1848,1,94,,0,0,8/29/2019 16:11
1849,1,27,,0,0,8/29/2019 16:30
1850,1,25,,0,0,8/29/2019 16:35
1851,1,31,,0,0,8/29/2019 16:37
1852,1,30,,0,0,8/29/2019 16:37
1853,1,28,,0,0,8/29/2019 16:37
1854,1,29,,0,0,8/29/2019 16:37
1855,1,6,,0,0,8/29/2019 16:46
1856,1,82,,0,0,8/29/2019 16:49
1857,1,8,,0,0,8/29/2019 16:50
1858,1,7,,0,0,8/29/2019 17:03
1859,1,42,,0,0,8/29/2019 17:32
1860,1,44,,0,0,8/29/2019 17:32
1861,1,43,,0,0,8/29/2019 17:32
1862,1,93,,0,0,8/29/2019 17:32
1863,1,74,,0,0,8/29/2019 17:32
1864,1,73,,0,0,8/29/2019 17:32
1865,1,46,,0,0,8/29/2019 17:32
1866,1,70,,0,0,8/29/2019 17:33
1867,1,45,,0,0,8/29/2019 17:33
1868,1,88,,0,0,8/29/2019 17:33
1869,1,95,,0,0,8/29/2019 17:33
1870,1,75,,0,0,8/29/2019 17:33
1871,1,63,,0,0,8/29/2019 17:33
1872,1,86,,0,0,8/29/2019 17:33
1873,1,94,,0,0,8/29/2019 17:33
1874,1,96,,0,0,8/29/2019 17:33
1875,1,64,,0,0,8/29/2019 17:33
1876,1,92,,0,0,8/29/2019 17:33
1877,1,72,,0,0,8/29/2019 17:33
1878,1,68,,0,0,8/29/2019 17:33
1879,1,65,,0,0,8/29/2019 17:33
1880,1,66,,0,0,8/29/2019 17:33
1881,1,41,,0,0,8/29/2019 17:34
1882,1,8,,0,0,8/29/2019 18:07
1883,1,9,,0,0,8/29/2019 18:35
1884,1,7,,0,0,8/29/2019 18:36
1885,1,5,,0,0,8/29/2019 18:59
1886,1,4,,0,0,8/29/2019 18:59
1887,1,3,,0,0,8/29/2019 20:06
1888,1,56,,0,0,8/30/2019 8:03
1889,1,59,,0,0,8/30/2019 8:03
1890,1,57,,0,0,8/30/2019 8:03
1891,1,55,,0,0,8/30/2019 8:03
1892,1,92,,0,0,8/30/2019 8:03
1893,1,51,,0,0,8/30/2019 8:03
1894,1,10,,0,0,8/30/2019 8:03
1895,1,77,,0,0,8/30/2019 8:04
1896,1,89,,0,0,8/30/2019 8:04
1897,1,9,,0,0,8/30/2019 8:04
1898,1,76,,0,0,8/30/2019 8:04
1899,1,69,,0,0,8/30/2019 8:04
1900,1,54,,0,0,8/30/2019 8:04
1901,1,53,,0,0,8/30/2019 8:04
1902,1,98,,0,0,8/30/2019 8:04
1903,1,15,,0,0,8/30/2019 8:05
1904,1,50,,0,0,8/30/2019 8:06
1905,1,13,,0,0,8/30/2019 8:06
1906,1,14,,0,0,8/30/2019 8:06
1907,1,90,,0,0,8/30/2019 8:06
1908,1,97,,0,0,8/30/2019 8:07
1909,1,3,,0,0,8/30/2019 8:08
1910,1,16,,0,0,8/30/2019 8:08
1911,1,60,,0,0,8/30/2019 8:09
1912,1,35,,0,0,8/30/2019 8:10
1913,1,11,,0,0,8/30/2019 8:10
1914,1,12,,0,0,8/30/2019 8:10
1915,1,40,,0,0,8/30/2019 8:10
1916,1,17,,0,0,8/30/2019 8:12
1917,1,52,,0,0,8/30/2019 8:15
1918,1,18,,0,0,8/30/2019 8:22
1919,1,17,,0,0,8/30/2019 9:20
1920,1,5,,0,0,8/30/2019 9:21
1921,1,40,,0,0,8/30/2019 9:22
1922,1,32,,0,0,8/30/2019 9:22
1923,1,61,,0,0,8/30/2019 9:30
1924,1,80,,0,0,8/30/2019 9:30
1925,1,10,,0,0,8/30/2019 9:31
1926,1,12,,0,0,8/30/2019 9:32
1927,1,11,,0,0,8/30/2019 9:32
1928,1,55,,0,0,8/30/2019 9:32
1929,1,59,,0,0,8/30/2019 9:33
1930,1,89,,0,0,8/30/2019 9:33
1931,1,35,,0,0,8/30/2019 9:33
1932,1,16,,0,0,8/30/2019 9:33
1933,1,69,,0,0,8/30/2019 9:34
1934,1,51,,0,0,8/30/2019 9:34
1935,1,50,,0,0,8/30/2019 9:34
1936,1,77,,0,0,8/30/2019 9:34
1937,1,92,,0,0,8/30/2019 9:34
1938,1,97,,0,0,8/30/2019 9:34
1939,1,52,,0,0,8/30/2019 9:34
1940,1,56,,0,0,8/30/2019 9:35
1941,1,54,,0,0,8/30/2019 9:35
1942,1,15,,0,0,8/30/2019 9:35
1943,1,13,,0,0,8/30/2019 9:35
1944,1,13,,0,0,8/30/2019 9:35
1945,1,14,,0,0,8/30/2019 9:35
1946,1,98,,0,0,8/30/2019 9:35
1947,1,76,,0,0,8/30/2019 9:36
1948,1,60,,0,0,8/30/2019 9:36
1949,1,53,,0,0,8/30/2019 9:36
1950,1,90,,0,0,8/30/2019 9:36
1951,1,57,,0,0,8/30/2019 9:36
1952,1,99,,0,0,8/30/2019 9:38
1953,1,18,,0,0,8/30/2019 9:40
1954,1,4,,0,0,8/30/2019 9:44
1955,1,80,,0,0,8/30/2019 10:48
1956,1,61,,0,0,8/30/2019 10:48
1957,1,38,,0,0,8/30/2019 13:49
1958,1,26,,0,0,8/30/2019 14:54
1959,1,25,,0,0,8/30/2019 14:54
1960,1,30,,0,0,8/30/2019 15:00
1961,1,36,,0,0,8/30/2019 15:03
1962,1,28,,0,0,8/30/2019 15:04
1963,1,31,,0,0,8/30/2019 15:04
1964,1,27,,0,0,8/30/2019 15:06
1965,1,29,,0,0,8/30/2019 15:24
1966,1,62,,0,0,8/30/2019 15:37
1967,1,41,,0,0,8/30/2019 15:45
1968,1,87,,0,0,8/30/2019 15:48
1969,1,75,,0,0,8/30/2019 15:54
1970,1,66,,0,0,8/30/2019 15:55
1971,1,64,,0,0,8/30/2019 15:57
1972,1,42,,0,0,8/30/2019 15:57
1973,1,65,,0,0,8/30/2019 15:57
1974,1,43,,0,0,8/30/2019 15:58
1975,1,94,,0,0,8/30/2019 15:59
1976,1,93,,0,0,8/30/2019 15:59
1977,1,95,,0,0,8/30/2019 15:59
1978,1,45,,0,0,8/30/2019 16:00
1979,1,63,,0,0,8/30/2019 16:00
1980,1,100,,0,0,8/30/2019 16:01
1981,1,72,,0,0,8/30/2019 16:02
1982,1,74,,0,0,8/30/2019 16:03
1983,1,46,,0,0,8/30/2019 16:03
1984,1,96,,0,0,8/30/2019 16:03
1985,1,68,,0,0,8/30/2019 16:03
1986,1,44,,0,0,8/30/2019 16:09
1987,1,29,,0,0,8/30/2019 16:14
1988,1,28,,0,0,8/30/2019 16:15
1989,1,25,,0,0,8/30/2019 16:17
1990,1,26,,0,0,8/30/2019 16:17
1991,1,27,,0,0,8/30/2019 16:17
1992,1,36,,0,0,8/30/2019 16:20
1993,1,30,,0,0,8/30/2019 16:27
1994,1,31,,0,0,8/30/2019 16:27
1995,1,88,,0,0,8/30/2019 16:27
1996,1,70,,0,0,8/30/2019 16:30
1997,1,8,,0,0,8/30/2019 17:03
1998,1,7,,0,0,8/30/2019 17:10
1999,1,63,,0,0,8/30/2019 17:22
2000,1,43,,0,0,8/30/2019 17:22
2001,1,46,,0,0,8/30/2019 17:22
2002,1,62,,0,0,8/30/2019 17:22
2003,1,70,,0,0,8/30/2019 17:22
2004,1,94,,0,0,8/30/2019 17:22
2005,1,74,,0,0,8/30/2019 17:22
2006,1,45,,0,0,8/30/2019 17:22
2007,1,41,,0,0,8/30/2019 17:22
2008,1,95,,0,0,8/30/2019 17:22
2009,1,96,,0,0,8/30/2019 17:22
2010,1,65,,0,0,8/30/2019 17:22
2011,1,87,,0,0,8/30/2019 17:22
2012,1,64,,0,0,8/30/2019 17:22
2013,1,93,,0,0,8/30/2019 17:23
2014,1,88,,0,0,8/30/2019 17:23
2015,1,42,,0,0,8/30/2019 17:23
2016,1,44,,0,0,8/30/2019 17:23
2017,1,72,,0,0,8/30/2019 17:23
2018,1,68,,0,0,8/30/2019 17:23
2019,1,66,,0,0,8/30/2019 17:23
2020,1,100,,0,0,8/30/2019 17:23
2021,1,101,,0,0,8/30/2019 17:25
2022,1,75,,0,0,8/30/2019 17:25
2023,1,102,,0,0,8/30/2019 17:26
2024,1,8,,0,0,8/30/2019 17:52
2025,1,7,,0,0,8/30/2019 18:43
2026,1,5,,0,0,8/30/2019 18:52
2027,1,3,,0,0,8/30/2019 20:24
2028,1,10,,0,0,8/31/2019 7:51
2029,1,3,,0,0,8/31/2019 7:52
2030,1,99,,0,0,8/31/2019 7:55
2031,1,9,,0,0,8/31/2019 7:57
2032,1,90,,0,0,8/31/2019 7:57
2033,1,54,,0,0,8/31/2019 7:59
2034,1,98,,0,0,8/31/2019 8:00
2035,1,77,,0,0,8/31/2019 8:01
2036,1,16,,0,0,8/31/2019 8:01
2037,1,97,,0,0,8/31/2019 8:01
2038,1,57,,0,0,8/31/2019 8:02
2039,1,53,,0,0,8/31/2019 8:02
2040,1,92,,0,0,8/31/2019 8:02
2041,1,56,,0,0,8/31/2019 8:03
2042,1,55,,0,0,8/31/2019 8:03
2043,1,14,,0,0,8/31/2019 8:04
2044,1,11,,0,0,8/31/2019 8:04
2045,1,12,,0,0,8/31/2019 8:04
2046,1,50,,0,0,8/31/2019 8:04
2047,1,35,,0,0,8/31/2019 8:06
2048,1,48,,0,0,8/31/2019 8:09
2049,1,48,,0,0,8/31/2019 8:09
2050,1,59,,0,0,8/31/2019 8:09
2051,1,76,,0,0,8/31/2019 8:09
2052,1,13,,0,0,8/31/2019 8:10
2053,1,52,,0,0,8/31/2019 8:14
2054,1,69,,0,0,8/31/2019 8:19
2055,1,67,,0,0,8/31/2019 8:44
2056,1,5,,0,0,8/31/2019 9:06
2057,1,4,,0,0,8/31/2019 9:24
2058,1,77,,0,0,8/31/2019 9:35
2059,1,52,,0,0,8/31/2019 9:38
2060,1,69,,0,0,8/31/2019 10:05
2061,1,98,,0,0,8/31/2019 10:07
2062,1,54,,0,0,8/31/2019 10:08
2063,1,57,,0,0,8/31/2019 10:08
2064,1,12,,0,0,8/31/2019 10:17
2065,1,11,,0,0,8/31/2019 10:17
2066,1,92,,0,0,8/31/2019 10:18
2067,1,50,,0,0,8/31/2019 10:18
2068,1,16,,0,0,8/31/2019 10:18
2069,1,35,,0,0,8/31/2019 10:18
2070,1,14,,0,0,8/31/2019 10:18
2071,1,10,,0,0,8/31/2019 10:18
2072,1,55,,0,0,8/31/2019 10:18
2073,1,76,,0,0,8/31/2019 10:19
2074,1,53,,0,0,8/31/2019 10:19
2075,1,56,,0,0,8/31/2019 10:19
2076,1,13,,0,0,8/31/2019 10:19
2077,1,90,,0,0,8/31/2019 10:20
2078,1,59,,0,0,8/31/2019 10:20
2079,1,67,,0,0,8/31/2019 10:22
2080,1,38,,0,0,8/31/2019 13:57
2081,1,30,,0,0,8/31/2019 14:47
2082,1,27,,0,0,8/31/2019 14:48
2083,1,25,,0,0,8/31/2019 14:58
2084,1,28,,0,0,8/31/2019 14:58
2085,1,31,,0,0,8/31/2019 15:00
2086,1,81,,0,0,8/31/2019 15:05
2087,1,82,,0,0,8/31/2019 15:08
2088,1,85,,0,0,8/31/2019 15:08
2089,1,103,,0,0,8/31/2019 15:09
2090,1,103,,0,0,8/31/2019 15:09
2091,1,88,,0,0,8/31/2019 15:43
2092,1,62,,0,0,8/31/2019 15:48
2093,1,71,,0,0,8/31/2019 15:48
2094,1,63,,0,0,8/31/2019 15:50
2095,1,75,,0,0,8/31/2019 15:50
2096,1,66,,0,0,8/31/2019 15:51
2097,1,42,,0,0,8/31/2019 15:57
2098,1,72,,0,0,8/31/2019 15:57
2099,1,93,,0,0,8/31/2019 15:59
2100,1,64,,0,0,8/31/2019 15:59
2101,1,45,,0,0,8/31/2019 15:59
2102,1,68,,0,0,8/31/2019 15:59
2103,1,96,,0,0,8/31/2019 16:00
2104,1,74,,0,0,8/31/2019 16:02
2105,1,101,,0,0,8/31/2019 16:05
2106,1,102,,0,0,8/31/2019 16:05
2107,1,65,,0,0,8/31/2019 16:09
2108,1,38,,0,0,8/31/2019 16:15
2109,1,44,,0,0,8/31/2019 16:16
2110,1,27,,0,0,8/31/2019 16:27
2111,1,104,,0,0,8/31/2019 16:28
2112,1,70,,0,0,8/31/2019 16:40
2113,1,22,,0,0,8/31/2019 16:55
2114,1,23,,0,0,8/31/2019 16:56
2115,1,82,,0,0,8/31/2019 16:59
2116,1,29,,0,0,8/31/2019 17:06
2117,1,28,,0,0,8/31/2019 17:06
2118,1,31,,0,0,8/31/2019 17:06
2119,1,30,,0,0,8/31/2019 17:06
2120,1,25,,0,0,8/31/2019 17:06
2121,1,8,,0,0,8/31/2019 17:17
2122,1,104,,0,0,8/31/2019 18:05
2123,1,65,,0,0,8/31/2019 18:07
2124,1,63,,0,0,8/31/2019 18:07
2125,1,93,,0,0,8/31/2019 18:07
2126,1,42,,0,0,8/31/2019 18:07
2127,1,75,,0,0,8/31/2019 18:07
2128,1,88,,0,0,8/31/2019 18:07
2129,1,70,,0,0,8/31/2019 18:07
2130,1,44,,0,0,8/31/2019 18:07
2131,1,74,,0,0,8/31/2019 18:07
2132,1,62,,0,0,8/31/2019 18:07
2133,1,96,,0,0,8/31/2019 18:07
2134,1,68,,0,0,8/31/2019 18:08
2135,1,66,,0,0,8/31/2019 18:08
2136,1,64,,0,0,8/31/2019 18:08
2137,1,45,,0,0,8/31/2019 18:08
2138,1,72,,0,0,8/31/2019 18:09
2139,1,102,,0,0,8/31/2019 18:10
2140,1,101,,0,0,8/31/2019 18:10
2141,1,8,,0,0,8/31/2019 18:24
2142,1,4,,0,0,8/31/2019 18:45
2143,1,5,,0,0,8/31/2019 18:46
2144,1,9,,0,0,8/31/2019 19:13
2145,1,3,,0,0,8/31/2019 19:47
2146,1,1,,0,0,8/31/2019 19:48
2147,1,1,,0,0,9/2/2019 7:56
2148,1,57,,0,0,9/2/2019 7:56
2149,1,98,,0,0,9/2/2019 7:56
2150,1,51,,0,0,9/2/2019 7:56
2151,1,10,,0,0,9/2/2019 7:57
2152,1,89,,0,0,9/2/2019 7:57
2153,1,59,,0,0,9/2/2019 7:57
2154,1,77,,0,0,9/2/2019 7:57
2155,1,69,,0,0,9/2/2019 7:57
2156,1,76,,0,0,9/2/2019 7:57
2157,1,3,,0,0,9/2/2019 7:58
2158,1,9,,0,0,9/2/2019 7:58
2159,1,105,,0,0,9/2/2019 8:01
2160,1,92,,0,0,9/2/2019 8:01
2161,1,106,,0,0,9/2/2019 8:02
2162,1,9,,0,0,9/2/2019 8:02
2163,1,53,,0,0,9/2/2019 8:03
2164,1,54,,0,0,9/2/2019 8:04
2165,1,60,,0,0,9/2/2019 8:05
2166,1,99,,0,0,9/2/2019 8:05
2167,1,50,,0,0,9/2/2019 8:05
2168,1,55,,0,0,9/2/2019 8:05
2169,1,56,,0,0,9/2/2019 8:05
2170,1,14,,0,0,9/2/2019 8:06
2171,1,103,,0,0,9/2/2019 8:07
2172,1,12,,0,0,9/2/2019 8:07
2173,1,11,,0,0,9/2/2019 8:07
2174,1,15,,0,0,9/2/2019 8:08
2175,1,52,,0,0,9/2/2019 8:10
2176,1,35,,0,0,9/2/2019 8:11
2177,1,90,,0,0,9/2/2019 8:12
2178,1,40,,0,0,9/2/2019 8:12
2179,1,32,,0,0,9/2/2019 8:16
2180,1,67,,0,0,9/2/2019 8:18
2181,1,17,,0,0,9/2/2019 8:21
2182,1,18,,0,0,9/2/2019 8:31
2183,1,78,,0,0,9/2/2019 9:10
2184,1,79,,0,0,9/2/2019 9:10
2185,1,4,,0,0,9/2/2019 9:17
2186,1,40,,0,0,9/2/2019 9:22
2187,1,17,,0,0,9/2/2019 9:22
2188,1,52,,0,0,9/2/2019 9:23
2189,1,89,,0,0,9/2/2019 9:23
2190,1,51,,0,0,9/2/2019 9:24
2191,1,50,,0,0,9/2/2019 9:25
2192,1,12,,0,0,9/2/2019 9:25
2193,1,105,,0,0,9/2/2019 9:25
2194,1,77,,0,0,9/2/2019 9:25
2195,1,69,,0,0,9/2/2019 9:25
2196,1,54,,0,0,9/2/2019 9:25
2197,1,60,,0,0,9/2/2019 9:27
2198,1,53,,0,0,9/2/2019 9:27
2199,1,76,,0,0,9/2/2019 9:27
2200,1,90,,0,0,9/2/2019 9:29
2201,1,10,,0,0,9/2/2019 9:29
2202,1,14,,0,0,9/2/2019 9:33
2203,1,15,,0,0,9/2/2019 9:33
2204,1,11,,0,0,9/2/2019 9:33
2205,1,59,,0,0,9/2/2019 9:33
2206,1,92,,0,0,9/2/2019 9:33
2207,1,57,,0,0,9/2/2019 9:33
2208,1,99,,0,0,9/2/2019 9:33
2209,1,35,,0,0,9/2/2019 9:33
2210,1,16,,0,0,9/2/2019 9:33
2211,1,98,,0,0,9/2/2019 9:33
2212,1,55,,0,0,9/2/2019 9:34
2213,1,67,,0,0,9/2/2019 9:35
2214,1,61,,0,0,9/2/2019 9:37
2215,1,80,,0,0,9/2/2019 9:37
2216,1,18,,0,0,9/2/2019 9:51
2217,1,32,,0,0,9/2/2019 9:51
2218,1,78,,0,0,9/2/2019 10:57
2219,1,79,,0,0,9/2/2019 10:57
2220,1,80,,0,0,9/2/2019 11:05
2221,1,38,,0,0,9/2/2019 13:43
2222,1,25,,0,0,9/2/2019 15:01
2223,1,31,,0,0,9/2/2019 15:02
2224,1,27,,0,0,9/2/2019 15:03
2225,1,81,,0,0,9/2/2019 15:03
2226,1,36,,0,0,9/2/2019 15:09
2227,1,29,,0,0,9/2/2019 15:15
2228,1,24,,0,0,9/2/2019 15:26
2229,1,23,,0,0,9/2/2019 15:26
2230,1,63,,0,0,9/2/2019 15:50
2231,1,66,,0,0,9/2/2019 15:51
2232,1,107,,0,0,9/2/2019 15:53
2233,1,41,,0,0,9/2/2019 15:53
2234,1,62,,0,0,9/2/2019 15:55
2235,1,88,,0,0,9/2/2019 15:55
2236,1,71,,0,0,9/2/2019 15:55
2237,1,46,,0,0,9/2/2019 15:57
2238,1,42,,0,0,9/2/2019 15:57
2239,1,45,,0,0,9/2/2019 15:58
2240,1,72,,0,0,9/2/2019 16:00
2241,1,94,,0,0,9/2/2019 16:00
2242,1,95,,0,0,9/2/2019 16:00
2243,1,93,,0,0,9/2/2019 16:01
2244,1,102,,0,0,9/2/2019 16:02
2245,1,101,,0,0,9/2/2019 16:02
2246,1,38,,0,0,9/2/2019 16:02
2247,1,96,,0,0,9/2/2019 16:03
2248,1,74,,0,0,9/2/2019 16:03
2249,1,64,,0,0,9/2/2019 16:03
2250,1,68,,0,0,9/2/2019 16:04
2251,1,100,,0,0,9/2/2019 16:04
2252,1,43,,0,0,9/2/2019 16:07
2253,1,27,,0,0,9/2/2019 16:10
2254,1,44,,0,0,9/2/2019 16:10
2255,1,25,,0,0,9/2/2019 16:11
2256,1,36,,0,0,9/2/2019 16:11
2257,1,29,,0,0,9/2/2019 16:11
2258,1,31,,0,0,9/2/2019 16:11
2259,1,104,,0,0,9/2/2019 16:34
2260,1,24,,0,0,9/2/2019 16:51
2261,1,23,,0,0,9/2/2019 16:51
2262,1,82,,0,0,9/2/2019 16:52
2263,1,8,,0,0,9/2/2019 17:11
2264,1,100,,0,0,9/2/2019 17:14
2265,1,63,,0,0,9/2/2019 17:15
2266,1,64,,0,0,9/2/2019 17:15
2267,1,107,,0,0,9/2/2019 17:15
2268,1,88,,0,0,9/2/2019 17:15
2269,1,95,,0,0,9/2/2019 17:15
2270,1,62,,0,0,9/2/2019 17:15
2271,1,68,,0,0,9/2/2019 17:15
2272,1,45,,0,0,9/2/2019 17:15
2273,1,72,,0,0,9/2/2019 17:15
2274,1,74,,0,0,9/2/2019 17:15
2275,1,46,,0,0,9/2/2019 17:15
2276,1,41,,0,0,9/2/2019 17:15
2277,1,71,,0,0,9/2/2019 17:15
2278,1,44,,0,0,9/2/2019 17:15
2279,1,43,,0,0,9/2/2019 17:15
2280,1,42,,0,0,9/2/2019 17:16
2281,1,94,,0,0,9/2/2019 17:16
2282,1,108,,0,0,9/2/2019 17:16
2283,1,93,,0,0,9/2/2019 17:16
2284,1,104,,0,0,9/2/2019 17:16
2285,1,101,,0,0,9/2/2019 17:17
2286,1,102,,0,0,9/2/2019 17:17
2287,1,96,,0,0,9/2/2019 17:17
2288,1,66,,0,0,9/2/2019 17:18
2289,1,8,,0,0,9/2/2019 17:53
2290,1,4,,0,0,9/2/2019 18:23
2291,1,9,,0,0,9/2/2019 19:11
2292,1,1,,0,0,9/2/2019 20:36
2293,1,3,,0,0,9/3/2019 7:55
2294,1,76,,0,0,9/3/2019 7:55
2295,1,106,,0,0,9/3/2019 7:55
2296,1,10,,0,0,9/3/2019 7:55
2297,1,98,,0,0,9/3/2019 7:55
2298,1,99,,0,0,9/3/2019 7:55
2299,1,103,,0,0,9/3/2019 7:56
2300,1,9,,0,0,9/3/2019 7:56
2301,1,97,,0,0,9/3/2019 7:56
2302,1,59,,0,0,9/3/2019 7:57
2303,1,69,,0,0,9/3/2019 7:58
2304,1,57,,0,0,9/3/2019 7:58
2305,1,105,,0,0,9/3/2019 7:58
2306,1,54,,0,0,9/3/2019 8:01
2307,1,11,,0,0,9/3/2019 8:01
2308,1,12,,0,0,9/3/2019 8:01
2309,1,53,,0,0,9/3/2019 8:02
2310,1,16,,0,0,9/3/2019 8:02
2311,1,50,,0,0,9/3/2019 8:03
2312,1,56,,0,0,9/3/2019 8:06
2313,1,77,,0,0,9/3/2019 8:07
2314,1,55,,0,0,9/3/2019 8:07
2315,1,60,,0,0,9/3/2019 8:08
2316,1,67,,0,0,9/3/2019 8:08
2317,1,92,,0,0,9/3/2019 8:09
2319,1,90,,0,0,9/3/2019 8:10
2320,1,18,,0,0,9/3/2019 8:10
2321,1,51,,0,0,9/3/2019 8:10
2322,1,35,,0,0,9/3/2019 8:11
2323,1,15,,0,0,9/3/2019 8:12
2324,1,14,,0,0,9/3/2019 8:12
2325,1,13,,0,0,9/3/2019 8:33
2326,1,79,,0,0,9/3/2019 8:42
2327,1,78,,0,0,9/3/2019 8:42
2328,1,61,,0,0,9/3/2019 9:37
2329,1,80,,0,0,9/3/2019 9:37
2330,1,18,,0,0,9/3/2019 9:39
2331,1,4,,0,0,9/3/2019 9:40
2332,1,10,,0,0,9/3/2019 9:47
2333,1,69,,0,0,9/3/2019 9:47
2334,1,59,,0,0,9/3/2019 9:47
2335,1,57,,0,0,9/3/2019 9:47
2336,1,77,,0,0,9/3/2019 9:47
2337,1,105,,0,0,9/3/2019 9:48
2338,1,51,,0,0,9/3/2019 9:48
2340,1,54,,0,0,9/3/2019 9:48
2341,1,12,,0,0,9/3/2019 9:48
2342,1,11,,0,0,9/3/2019 9:48
2343,1,16,,0,0,9/3/2019 9:48
2344,1,14,,0,0,9/3/2019 9:48
2345,1,97,,0,0,9/3/2019 9:48
2346,1,98,,0,0,9/3/2019 9:48
2347,1,99,,0,0,9/3/2019 9:48
2348,1,92,,0,0,9/3/2019 9:48
2349,1,35,,0,0,9/3/2019 9:48
2350,1,67,,0,0,9/3/2019 9:49
2351,1,90,,0,0,9/3/2019 9:49
2352,1,55,,0,0,9/3/2019 9:49
2353,1,53,,0,0,9/3/2019 9:49
2354,1,60,,0,0,9/3/2019 9:49
2355,1,76,,0,0,9/3/2019 9:49
2356,1,50,,0,0,9/3/2019 9:49
2357,1,106,,0,0,9/3/2019 9:50
2358,1,13,,0,0,9/3/2019 9:50
2359,1,56,,0,0,9/3/2019 9:50
2360,1,67,,0,0,9/3/2019 10:22
2361,1,15,,0,0,9/3/2019 10:22
2362,1,79,,0,0,9/3/2019 10:51
2363,1,78,,0,0,9/3/2019 10:51
2364,1,61,,0,0,9/3/2019 12:10
2365,1,80,,0,0,9/3/2019 12:10
2366,1,38,,0,0,9/3/2019 13:40
2367,1,27,,0,0,9/3/2019 14:48
2368,1,28,,0,0,9/3/2019 14:52
2369,1,25,,0,0,9/3/2019 14:59
2370,1,31,,0,0,9/3/2019 15:03
2371,1,81,,0,0,9/3/2019 15:05
2372,1,37,,0,0,9/3/2019 15:09
2373,1,36,,0,0,9/3/2019 15:09
2374,1,85,,0,0,9/3/2019 15:13
2375,1,63,,0,0,9/3/2019 15:45
2376,1,66,,0,0,9/3/2019 15:45
2377,1,72,,0,0,9/3/2019 15:50
2378,1,88,,0,0,9/3/2019 15:52
2379,1,41,,0,0,9/3/2019 15:53
2380,1,107,,0,0,9/3/2019 15:56
2381,1,42,,0,0,9/3/2019 15:57
2382,1,71,,0,0,9/3/2019 15:57
2383,1,100,,0,0,9/3/2019 15:57
